,receptor,family,type,gene
846,decoy receptor 2,Tumour necrosis factor (TNF) receptor family,catalytic_receptor,"['Tnfrsf22', 'Tnfrsf23', 'Tnfrsf26']"
847,receptor activator of NF-kappa B,Tumour necrosis factor (TNF) receptor family,catalytic_receptor,['Tnfrsf11a']
848,osteoprotegerin,Tumour necrosis factor (TNF) receptor family,catalytic_receptor,['Tnfrsf11b']
849,death receptor 3,Tumour necrosis factor (TNF) receptor family,catalytic_receptor,['Tnfrsf25']
850,TWEAK receptor,Tumour necrosis factor (TNF) receptor family,catalytic_receptor,['Tnfrsf12a']
851,TACI,Tumour necrosis factor (TNF) receptor family,catalytic_receptor,['Tnfrsf13b']
852,BAFF receptor,Tumour necrosis factor (TNF) receptor family,catalytic_receptor,['Tnfrsf13c']
853,herpes virus entry mediator,Tumour necrosis factor (TNF) receptor family,catalytic_receptor,['Tnfrsf14']
854,nerve growth factor receptor,Tumour necrosis factor (TNF) receptor family,catalytic_receptor,['Ngfr']
855,B cell maturation antigen,Tumour necrosis factor (TNF) receptor family,catalytic_receptor,['Tnfrsf17']
856,glucocorticoid-induced TNF receptor,Tumour necrosis factor (TNF) receptor family,catalytic_receptor,['Tnfrsf18']
857,toxicity and JNK inducer,Tumour necrosis factor (TNF) receptor family,catalytic_receptor,['Tnfrsf19']
858,RELT,Tumour necrosis factor (TNF) receptor family,catalytic_receptor,['Relt']
859,death receptor 6,Tumour necrosis factor (TNF) receptor family,catalytic_receptor,['Tnfrsf21']
860,TNFRSF22,Tumour necrosis factor (TNF) receptor family,catalytic_receptor,['Tnfrsf22']
861,TNFRSF23,Tumour necrosis factor (TNF) receptor family,catalytic_receptor,['Tnfrsf23']
862,ectodysplasin A2 isoform receptor,Tumour necrosis factor (TNF) receptor family,catalytic_receptor,['Eda2r']
863,"ectodysplasin 1, anhidrotic receptor",Tumour necrosis factor (TNF) receptor family,catalytic_receptor,['Edar']
864,transforming growth factor beta receptor 3,Type III receptor serine/threonine kinases,catalytic_receptor,['Tgfbr3']
865,platelet derived growth factor receptor alpha,"Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family",catalytic_receptor,['Pdgfra']
866,platelet derived growth factor receptor beta,"Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family",catalytic_receptor,['Pdgfrb']
867,"KIT proto-oncogene, receptor tyrosine kinase","Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family",catalytic_receptor,['Kit']
868,colony stimulating factor 1 receptor,"Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family",catalytic_receptor,['Csf1r']
869,fms related tyrosine kinase 3,"Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family",catalytic_receptor,['Flt3']
870,activin A receptor type 2A,Type II receptor serine/threonine kinases,catalytic_receptor,['Acvr2a']
871,activin A receptor type 2B,Type II receptor serine/threonine kinases,catalytic_receptor,['Acvr2b']
872,anti-Mullerian hormone receptor type 2,Type II receptor serine/threonine kinases,catalytic_receptor,['Amhr2']
873,bone morphogenetic protein receptor type 2,Type II receptor serine/threonine kinases,catalytic_receptor,['Bmpr2']
874,transforming growth factor beta receptor 2,Type II receptor serine/threonine kinases,catalytic_receptor,['Tgfbr2']
875,Insulin receptor,Type II RTKs: Insulin receptor family,catalytic_receptor,['Insr']
876,Insulin-like growth factor I receptor,Type II RTKs: Insulin receptor family,catalytic_receptor,['Igf1r']
877,Insulin receptor-related receptor,Type II RTKs: Insulin receptor family,catalytic_receptor,['Insrr']
878,activin A receptor type IL,Type I receptor serine/threonine kinases,catalytic_receptor,['Acvrl1']
879,activin A receptor type 1,Type I receptor serine/threonine kinases,catalytic_receptor,['Acvr1']
880,bone morphogenetic protein receptor type IA,Type I receptor serine/threonine kinases,catalytic_receptor,['Bmpr1a']
881,activin A receptor type 1B,Type I receptor serine/threonine kinases,catalytic_receptor,['Acvr1b']
882,transforming growth factor beta receptor 1,Type I receptor serine/threonine kinases,catalytic_receptor,['Tgfbr1']
883,bone morphogenetic protein receptor type IB,Type I receptor serine/threonine kinases,catalytic_receptor,['Bmpr1b']
884,activin A receptor type 1C,Type I receptor serine/threonine kinases,catalytic_receptor,['Acvr1c']
885,epidermal growth factor receptor,Type I RTKs: ErbB (epidermal growth factor) receptor family,catalytic_receptor,['Egfr']
886,erb-b2 receptor tyrosine kinase 2,Type I RTKs: ErbB (epidermal growth factor) receptor family,catalytic_receptor,['Erbb2']
887,erb-b2 receptor tyrosine kinase 3,Type I RTKs: ErbB (epidermal growth factor) receptor family,catalytic_receptor,['Erbb3']
888,erb-b2 receptor tyrosine kinase 4,Type I RTKs: ErbB (epidermal growth factor) receptor family,catalytic_receptor,['Erbb4']
889,fms related tyrosine kinase 1,Type IV RTKs: VEGF (vascular endothelial growth factor) receptor family,catalytic_receptor,['Flt1']
890,kinase insert domain receptor,Type IV RTKs: VEGF (vascular endothelial growth factor) receptor family,catalytic_receptor,['Kdr']
891,fms related tyrosine kinase 4,Type IV RTKs: VEGF (vascular endothelial growth factor) receptor family,catalytic_receptor,['Flt4']
892,muscle associated receptor tyrosine kinase,Type IX RTKs: MuSK,catalytic_receptor,['Musk']
893,receptor tyrosine kinase like orphan receptor 1,Type VIII RTKs: ROR family ,catalytic_receptor,['Ror1']
894,receptor tyrosine kinase like orphan receptor 2,Type VIII RTKs: ROR family ,catalytic_receptor,['Ror2']
895,neurotrophic receptor tyrosine kinase 1,Type VII RTKs: Neurotrophin receptor/Trk family,catalytic_receptor,['Ntrk1']
896,neurotrophic receptor tyrosine kinase 2,Type VII RTKs: Neurotrophin receptor/Trk family,catalytic_receptor,['Ntrk2']
897,neurotrophic receptor tyrosine kinase 3,Type VII RTKs: Neurotrophin receptor/Trk family,catalytic_receptor,['Ntrk3']
898,protein tyrosine kinase 7 (inactive),Type VI RTKs: PTK7/CCK4,catalytic_receptor,['Ptk7']
899,fibroblast growth factor receptor 1,Type V RTKs: FGF (fibroblast growth factor) receptor family,catalytic_receptor,['Fgfr1']
900,fibroblast growth factor receptor 2,Type V RTKs: FGF (fibroblast growth factor) receptor family,catalytic_receptor,['Fgfr2']
901,fibroblast growth factor receptor 3,Type V RTKs: FGF (fibroblast growth factor) receptor family,catalytic_receptor,['Fgfr3']
902,fibroblast growth factor receptor 4,Type V RTKs: FGF (fibroblast growth factor) receptor family,catalytic_receptor,['Fgfr4']
903,EPH receptor A1,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,['Epha1']
904,EPH receptor A2,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,['Epha2']
905,EPH receptor A3,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,['Epha3']
906,EPH receptor A4,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,['Epha4']
907,EPH receptor A5,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,['Epha5']
908,EPH receptor A6,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,['Epha6']
909,EPH receptor A7,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,['Epha7']
910,EPH receptor A8,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,['Epha8']
911,EPH receptor A10,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,['Epha10']
912,EPH receptor B1,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,['Ephb1']
913,EPH receptor B2,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,['Ephb2']
914,EPH receptor B3,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,['Ephb3']
915,EPH receptor B4,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,['Ephb4']
916,EPH receptor B6,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,['Ephb6']
917,tyrosine kinase with immunoglobulin like and EGF like domains 1,Type XII RTKs: TIE family of angiopoietin receptors,catalytic_receptor,['Tie1']
918,TEK receptor tyrosine kinase,Type XII RTKs: TIE family of angiopoietin receptors,catalytic_receptor,['Tek']
919,AXL receptor tyrosine kinase,"Type XI RTKs: TAM (TYRO3-, AXL- and MER-TK) receptor family",catalytic_receptor,['Axl']
920,TYRO3 protein tyrosine kinase,"Type XI RTKs: TAM (TYRO3-, AXL- and MER-TK) receptor family",catalytic_receptor,['Tyro3']
921,"MER proto-oncogene, tyrosine kinase","Type XI RTKs: TAM (TYRO3-, AXL- and MER-TK) receptor family",catalytic_receptor,['Mertk']
922,ret proto-oncogene,Type XIV RTKs: RET,catalytic_receptor,['Ret']
923,leukocyte receptor tyrosine kinase,Type XIX RTKs: Leukocyte tyrosine kinase (LTK) receptor family,catalytic_receptor,['Ltk']
924,ALK receptor tyrosine kinase,Type XIX RTKs: Leukocyte tyrosine kinase (LTK) receptor family,catalytic_receptor,['Alk']
925,"MET proto-oncogene, receptor tyrosine kinase",Type X RTKs: HGF (hepatocyte growth factor) receptor family,catalytic_receptor,['Met']
926,macrophage stimulating 1 receptor,Type X RTKs: HGF (hepatocyte growth factor) receptor family,catalytic_receptor,['Mst1r']
927,apoptosis associated tyrosine kinase,Type XVIII RTKs: LMR family,catalytic_receptor,['Aatk']
928,lemur tyrosine kinase 2,Type XVIII RTKs: LMR family,catalytic_receptor,['Lmtk2']
929,lemur tyrosine kinase 3,Type XVIII RTKs: LMR family,catalytic_receptor,['Lmtk3']
930,"c-ros oncogene 1, receptor tyrosine kinase",Type XVII RTKs: ROS receptors,catalytic_receptor,['Ros1']
931,discoidin domain receptor tyrosine kinase 1,Type XVI RTKs: DDR (collagen receptor) family,catalytic_receptor,['Ddr1']
932,discoidin domain receptor tyrosine kinase 2,Type XVI RTKs: DDR (collagen receptor) family,catalytic_receptor,['Ddr2']
933,receptor like tyrosine kinase,Type XV RTKs: RYK,catalytic_receptor,['Ryk']
934,serine/threonine/tyrosine kinase 1,Type XX RTKs: STYK1,catalytic_receptor,['Styk1']
935,isocitrate dehydrogenase (NADP(+)) 1,1.1.1.42 Isocitrate dehydrogenases,enzyme,['Idh1']
936,isocitrate dehydrogenase (NADP(+)) 2,1.1.1.42 Isocitrate dehydrogenases,enzyme,['Idh2']
937,"indoleamine 2,3-dioxygenase 1",1.13.11.- Dioxygenases,enzyme,['Ido1']
938,"indoleamine 2,3-dioxygenase 2",1.13.11.- Dioxygenases,enzyme,['Ido2']
939,"tryptophan 2,3-dioxygenase",1.13.11.- Dioxygenases,enzyme,['Tdo2']
940,lysine demethylase 1A,1.14.11.- Histone demethylases,enzyme,['Kdm1a']
941,lysine demethylase 1B,1.14.11.- Histone demethylases,enzyme,['Kdm1b']
942,lysine demethylase 2A,1.14.11.- Histone demethylases,enzyme,['Kdm2a']
943,lysine demethylase 2B,1.14.11.- Histone demethylases,enzyme,['Kdm2b']
944,lysine demethylase 3A,1.14.11.- Histone demethylases,enzyme,['Kdm3a']
945,lysine demethylase 3B,1.14.11.- Histone demethylases,enzyme,['Kdm3b']
946,lysine demethylase 4A,1.14.11.- Histone demethylases,enzyme,['Kdm4a']
947,lysine demethylase 4B,1.14.11.- Histone demethylases,enzyme,['Kdm4b']
948,lysine demethylase 4C,1.14.11.- Histone demethylases,enzyme,['Kdm4c']
949,lysine demethylase 4D,1.14.11.- Histone demethylases,enzyme,['Kdm4d']
950,lysine demethylase 5A,1.14.11.- Histone demethylases,enzyme,['Kdm5a']
951,lysine demethylase 5B,1.14.11.- Histone demethylases,enzyme,['Kdm5b']
952,lysine demethylase 5C,1.14.11.- Histone demethylases,enzyme,['Kdm5c']
953,lysine demethylase 5D,1.14.11.- Histone demethylases,enzyme,['Kdm5d']
954,lysine demethylase 6A,1.14.11.- Histone demethylases,enzyme,['Kdm6a']
955,lysine demethylase 6B,1.14.11.- Histone demethylases,enzyme,['Kdm6b']
956,lysine demethylase 7A,1.14.11.- Histone demethylases,enzyme,['Kdm7a']
957,lysine demethylase 8,1.14.11.- Histone demethylases,enzyme,['Kdm8']
958,PHD finger protein 2,1.14.11.- Histone demethylases,enzyme,['Phf2']
959,PHD finger protein 8,1.14.11.- Histone demethylases,enzyme,['Phf8']
960,"jumonji domain containing 6, arginine demethylase and lysine hydroxylase",1.14.11.- Histone demethylases,enzyme,['Jmjd6']
961,kynurenine 3-monooxygenase,1.14.13.9 Kynurenine 3-monooxygenase,enzyme,['Kmo']
962,ribonucleotide reductase catalytic subunit M1,1.17.4.1 Ribonucleoside-diphosphate reductases,enzyme,['Rrm1']
963,ribonucleotide reductase regulatory subunit M2,1.17.4.1 Ribonucleoside-diphosphate reductases,enzyme,['Rrm2']
964,ribonucleotide reductase regulatory TP53 inducible subunit M2B,1.17.4.1 Ribonucleoside-diphosphate reductases,enzyme,['Rrm2b']
965,lysyl oxidase,1.4.3.13 Lysyl oxidases,enzyme,['Lox']
966,lysyl oxidase like 2,1.4.3.13 Lysyl oxidases,enzyme,['Loxl2']
967,aldehyde dehydrogenase 2 family member,1.-.-.- Oxidoreductases,enzyme,['Aldh2']
968,aldo-keto reductase family 1 member B,1.-.-.- Oxidoreductases,enzyme,['Akr1b3']
969,amine oxidase copper containing 3,1.-.-.- Oxidoreductases,enzyme,['Aoc3']
970,catalase,1.-.-.- Oxidoreductases,enzyme,['Cat']
971,dihydrofolate reductase,1.-.-.- Oxidoreductases,enzyme,['Dhfr']
972,dihydroorotate dehydrogenase (quinone),1.-.-.- Oxidoreductases,enzyme,['Dhodh']
973,glutathione-disulfide reductase,1.-.-.- Oxidoreductases,enzyme,['Gsr']
974,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",1.-.-.- Oxidoreductases,enzyme,"['Hsd3b6', 'Hsd3b1', 'Hsd3b5', 'Hsd3b3', 'Hsd3b2', 'Gm4450', 'Hsd3b4', 'Gm10681']"
975,4-hydroxyphenylpyruvate dioxygenase,1.-.-.- Oxidoreductases,enzyme,['Hpd']
976,hydroxysteroid 11-beta dehydrogenase 1,1.-.-.- Oxidoreductases,enzyme,['Hsd11b1']
977,hydroxysteroid 17-beta dehydrogenase 2,1.-.-.- Oxidoreductases,enzyme,['Hsd17b2']
978,inosine monophosphate dehydrogenase 1,1.-.-.- Oxidoreductases,enzyme,['Impdh1']
979,inosine monophosphate dehydrogenase 2,1.-.-.- Oxidoreductases,enzyme,['Impdh2']
980,myeloperoxidase,1.-.-.- Oxidoreductases,enzyme,['Mpo']
981,sepiapterin reductase,1.-.-.- Oxidoreductases,enzyme,['Spr']
982,steroid 5 alpha-reductase 2,1.-.-.- Oxidoreductases,enzyme,['Srd5a2']
983,tyrosinase,1.-.-.- Oxidoreductases,enzyme,['Tyr']
984,vitamin K epoxide reductase complex subunit 1,1.-.-.- Oxidoreductases,enzyme,"['Gm21974', 'Vkorc1']"
985,xanthine dehydrogenase,1.-.-.- Oxidoreductases,enzyme,['Xdh']
986,"phosphoinositide kinase, FYVE-type zinc finger containing",1-phosphatidylinositol-3-phosphate 5-kinase family,enzyme,['Pikfyve']
987,phosphatidylinositol 4-kinase alpha,1-phosphatidylinositol 4-kinase family,enzyme,['Pi4ka']
988,phosphatidylinositol 4-kinase beta,1-phosphatidylinositol 4-kinase family,enzyme,['Pi4kb']
989,ASH1 like histone lysine methyltransferase,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Ash1l']
990,DOT1 like histone lysine methyltransferase,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Dot1l']
991,euchromatic histone lysine methyltransferase 1,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Ehmt1']
992,euchromatic histone lysine methyltransferase 2,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Ehmt2']
993,enhancer of zeste 1 polycomb repressive complex 2 subunit,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Ezh1']
994,enhancer of zeste 2 polycomb repressive complex 2 subunit,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Ezh2']
995,lysine methyltransferase 2B,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Kmt2b']
996,lysine methyltransferase 2A,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Kmt2a']
997,lysine methyltransferase 2C,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Kmt2c']
998,lysine methyltransferase 2D,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Kmt2d']
999,lysine methyltransferase 2E,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Kmt2e']
1000,lysine methyltransferase 5A,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Kmt5a']
1001,lysine methyltransferase 5B,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Kmt5b']
1002,lysine methyltransferase 5C,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Kmt5c']
1003,nuclear receptor binding SET domain protein 1,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Nsd1']
1004,PR/SET domain 2,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Prdm2']
1005,"SET domain containing 1B, histone lysine methyltransferase",2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Setd1b']
1006,"SET domain containing 2, histone lysine methyltransferase",2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Setd2']
1007,"SET domain containing 7, histone lysine methyltransferase",2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Setd7']
1008,SET domain bifurcated histone lysine methyltransferase 1,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Setdb1']
1009,SET domain bifurcated histone lysine methyltransferase 2,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Setdb2']
1010,SET and MYND domain containing 2,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Smyd2']
1011,suppressor of variegation 3-9 homolog 1,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Suv39h1']
1012,suppressor of variegation 3-9 homolog 2,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['Suv39h2']
1013,thymidylate synthetase,2.1.1.- Methyltransferases,enzyme,['Tyms']
1014,DNA methyltransferase 1,2.1.1.- Methyltransferases,enzyme,['Dnmt1']
1015,DNA (cytosine-5-)-methyltransferase 3α,2.1.1.- Methyltransferases,enzyme,['Dnmt3a']
1016,protein arginine methyltransferase 1 ,2.1.1.- Protein arginine N-methyltransferases,enzyme,['Prmt1']
1017,protein arginine methyltransferase 2 ,2.1.1.- Protein arginine N-methyltransferases,enzyme,['Prmt2']
1018,protein arginine methyltransferase 3,2.1.1.- Protein arginine N-methyltransferases,enzyme,['Prmt3']
1019,coactivator associated arginine methyltransferase 1,2.1.1.- Protein arginine N-methyltransferases,enzyme,['Carm1']
1020,protein arginine methyltransferase 5 ,2.1.1.- Protein arginine N-methyltransferases,enzyme,['Prmt5']
1021,protein arginine methyltransferase 6,2.1.1.- Protein arginine N-methyltransferases,enzyme,['Prmt6']
1022,protein arginine methyltransferase 7 ,2.1.1.- Protein arginine N-methyltransferases,enzyme,['Prmt7']
1023,protein arginine methyltransferase 8,2.1.1.- Protein arginine N-methyltransferases,enzyme,['Prmt8']
1024,F-box protein 11,2.1.1.- Protein arginine N-methyltransferases,enzyme,['Fbxo11']
1025,protein arginine methyltransferase 9,2.1.1.- Protein arginine N-methyltransferases,enzyme,['Prmt9']
1026,F-box protein 10,2.1.1.- Protein arginine N-methyltransferases,enzyme,['Fbxo10']
1027,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase","2.1.2.- Hydroxymethyl-, formyl- and related transferases",enzyme,['Gart']
1028,clock circadian regulator,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['Clock']
1029,elongator acetyltransferase complex subunit 3,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['Elp3']
1030,general transcription factor IIIC subunit 4,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['Gtf3c4']
1031,histone acetyltransferase 1,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['Hat1']
1032,jumonji domain containing 1C,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['Jmjd1c']
1033,lysine acetyltransferase 5,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['Kat5']
1034,lysine acetyltransferase 6A,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['Kat6a']
1035,lysine acetyltransferase 2A,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['Kat2a']
1036,lysine acetyltransferase 2B,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['Kat2b']
1037,lysine acetyltransferase 6B,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['Kat6b']
1038,lysine acetyltransferase 7,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['Kat7']
1039,lysine acetyltransferase 8,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['Kat8']
1040,nuclear receptor coactivator 1,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['Ncoa1']
1041,nuclear receptor coactivator 2,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['Ncoa2']
1042,nuclear receptor coactivator 3,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['Ncoa3']
1043,fatty acid synthase,2.3.1.-  Acyltransferases,enzyme,['Fasn']
1044,diacylglycerol O-acyltransferase 1,2.3.1.-  Acyltransferases,enzyme,['Dgat1']
1045,monoacylglycerol O-acyltransferase 2,2.3.1.-  Acyltransferases,enzyme,['Mogat2']
1046,transglutaminase 2,2.3.2.13 Transglutaminases,enzyme,['Tgm2']
1047,tripartite motif containing 21,2.3.2.27 RING-type E3 ubiquitin transferase,enzyme,['Trim21']
1048,tripartite motif containing 38,2.3.2.27 RING-type E3 ubiquitin transferase,enzyme,['Trim38']
1049,purine nucleoside phosphorylase,2.4.2.1 Purine-nucleoside phosphorylase,enzyme,"['Gm49342', 'Pnp2', 'Pnp']"
1050,"farnesyltransferase, CAAX box, alpha",2.5.1.58 Protein farnesyltransferase,enzyme,['Fnta']
1051,"farnesyltransferase, CAAX box, beta",2.5.1.58 Protein farnesyltransferase,enzyme,['Fntb']
1052,Branched chain amino acid transaminase 2,2.6.1.42 Branched-chain-amino-acid transaminase,enzyme,['Bcat2']
1053,pyruvate kinase M1/2,2.7.1.40 Pyruvate kinases,enzyme,['Pkm']
1054,pyruvate kinase L/R,2.7.1.40 Pyruvate kinases,enzyme,['Pklr']
1055,Diacylglycerol lipase α,2-Acylglycerol ester turnover,enzyme,['Dagla']
1056,Diacylglycerol lipase β,2-Acylglycerol ester turnover,enzyme,['Daglb']
1057,Monoacylglycerol lipase,2-Acylglycerol ester turnover,enzyme,['Mgll']
1058,αβ-Hydrolase 6,2-Acylglycerol ester turnover,enzyme,['Abhd6']
1059,αβ-Hydrolase 12,2-Acylglycerol ester turnover,enzyme,['Abhd12']
1060,acyloxyacyl hydrolase,3.1.1.- Carboxylic Ester Hydrolases,enzyme,['Aoah']
1061,asparaginase,3.1.1.- Carboxylic Ester Hydrolases,enzyme,['Aspg']
1062,carboxyl ester lipase,3.1.1.- Carboxylic Ester Hydrolases,enzyme,['Cel']
1063,"lipase, gastric",3.1.1.- Carboxylic Ester Hydrolases,enzyme,['Lipf']
1064,protein phosphatase methylesterase 1,3.1.1.- Carboxylic Ester Hydrolases,enzyme,['Ppme1']
1065,"RB binding protein 9, serine hydrolase",3.1.1.- Carboxylic Ester Hydrolases,enzyme,['Rbbp9']
1066,galactosamine (N-acetyl)-6-sulfatase,3.1.-.- Ester bond enzymes,enzyme,['Galns']
1067,"glucosidase alpha, acid",3.2.1.- Glycosidases,enzyme,['Gaa']
1068,glucosylceramidase beta,3.2.1.- Glycosidases,enzyme,['Gba']
1069,maltase-glucoamylase,3.2.1.- Glycosidases,enzyme,['Mgam']
1070,heparanase,3.2.1.- Glycosidases,enzyme,['Hpse']
1071,complement factor D,3.4.21.46 Complement factor D,enzyme,['Cfd']
1072,glutaminase,3.5.1.2 Glutaminases,enzyme,['Gls']
1073,histone deacetylase 1,3.5.1.- Histone deacetylases (HDACs),enzyme,['Hdac1']
1074,histone deacetylase 2,3.5.1.- Histone deacetylases (HDACs),enzyme,['Hdac2']
1075,histone deacetylase 3,3.5.1.- Histone deacetylases (HDACs),enzyme,['Hdac3']
1076,histone deacetylase 4,3.5.1.- Histone deacetylases (HDACs),enzyme,['Hdac4']
1077,histone deacetylase 5,3.5.1.- Histone deacetylases (HDACs),enzyme,['Hdac5']
1078,histone deacetylase 6,3.5.1.- Histone deacetylases (HDACs),enzyme,['Hdac6']
1079,histone deacetylase 7,3.5.1.- Histone deacetylases (HDACs),enzyme,['Hdac7']
1080,histone deacetylase 8,3.5.1.- Histone deacetylases (HDACs),enzyme,['Hdac8']
1081,histone deacetylase 9,3.5.1.- Histone deacetylases (HDACs),enzyme,['Hdac9']
1082,histone deacetylase 10,3.5.1.- Histone deacetylases (HDACs),enzyme,['Hdac10']
1083,histone deacetylase 11,3.5.1.- Histone deacetylases (HDACs),enzyme,['Hdac11']
1084,sirtuin 1,3.5.1.- Histone deacetylases (HDACs),enzyme,['Sirt1']
1085,sirtuin 2,3.5.1.- Histone deacetylases (HDACs),enzyme,['Sirt2']
1086,sirtuin 3,3.5.1.- Histone deacetylases (HDACs),enzyme,['Sirt3']
1087,sirtuin 4,3.5.1.- Histone deacetylases (HDACs),enzyme,['Sirt4']
1088,sirtuin 5,3.5.1.- Histone deacetylases (HDACs),enzyme,['Sirt5']
1089,sirtuin 6,3.5.1.- Histone deacetylases (HDACs),enzyme,['Sirt6']
1090,sirtuin 7,3.5.1.- Histone deacetylases (HDACs),enzyme,['Sirt7']
1091,peptidyl arginine deiminase 1,3.5.3.15 Peptidyl arginine deiminases (PADI),enzyme,['Padi1']
1092,peptidyl arginine deiminase 3,3.5.3.15 Peptidyl arginine deiminases (PADI),enzyme,['Padi3']
1093,peptidyl arginine deiminase 4,3.5.3.15 Peptidyl arginine deiminases (PADI),enzyme,['Padi4']
1094,ATPase family AAA domain containing 2B,3.6.1.3 ATPases,enzyme,['Atad2b']
1095,3-ketodihydrosphingosine reductase,3-ketodihydrosphingosine reductase,enzyme,['Kdsr']
1096,FKBP prolyl isomerase 1A,5.2.-.- Cis-trans-isomerases,enzyme,['Fkbp1a']
1097,peptidylprolyl isomerase A,5.2.-.- Cis-trans-isomerases,enzyme,"['Ppia', 'Gm12728']"
1098,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",5.-.-.- Isomerases,enzyme,"['Hsd3b6', 'Hsd3b1', 'Hsd3b5', 'Hsd3b3', 'Hsd3b2', 'Gm4450', 'Hsd3b4', 'Gm10681']"
1099,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",6.3.3.- Cyclo-ligases,enzyme,['Gart']
1100,beta-secretase 1,A1: Pepsin,enzyme,['Bace1']
1101,beta-secretase 2,A1: Pepsin,enzyme,['Bace2']
1102,cathepsin D,A1: Pepsin,enzyme,"['Ctsd', 'Gm49369']"
1103,cathepsin E,A1: Pepsin,enzyme,['Ctse']
1104,progastricsin,A1: Pepsin,enzyme,['Pgc']
1105,renin,A1: Pepsin,enzyme,['Ren1']
1106,presenilin 1,A22: Presenilin,enzyme,['Psen1']
1107,presenilin 2,A22: Presenilin,enzyme,['Psen2']
1108,katanin catalytic subunit A1,AAA ATPases,enzyme,['Katna1']
1109,aarF domain containing kinase 2,ABC1-A subfamily,enzyme,"['Adck2', 'Gm42420']"
1110,aarF domain containing kinase 1,ABC1-B subfamily,enzyme,['Adck1']
1111,coenzyme Q8A,ABC1-B subfamily,enzyme,['Coq8a']
1112,coenzyme Q8B,ABC1-B subfamily,enzyme,['Coq8b']
1113,aarF domain containing kinase 5,ABC1-B subfamily,enzyme,['Adck5']
1114,"ABL proto-oncogene 1, non-receptor tyrosine kinase",Abl family,enzyme,['Abl1']
1115,"ABL proto-oncogene 2, non-receptor tyrosine kinase",Abl family,enzyme,['Abl2']
